id,name,theme,team,overall,tier,position,secondary_position,height,play1,play2,play3,play4,bronze_badges,silver_badges,gold_badges,hof_badges,shot_close,shot_mid,shot_3pt,shot_iq,free_throw,offensive_consistency,driving_layup,standing_dunk,driving_dunk,draw_foul,post_moves,post_hook,post_fade,hands,speed,acceleration,vertical,strength,stamina,hustle,overall_durability,speed_with_ball,ball_handle,passing_accuracy,passing_vision,passing_iq,interior_defense,perimeter_defense,help_defense_iq,pick_and_roll_defense_iq,lateral_quickness,pass_perception,reaction_time,steal,block,shot_contest,defensive_consistency,offensive_rebound,defensive_rebound,intangibles,potential,standing_dunk_t,driving_dunk_t,flashy_dunk_t,alley_oop_t,putback_dunk_t,crash_t,driving_layup_t,spin_layup_t,hop_step_layup_t,euro_step_layup_t,floater_t,step_through_shot_t,shot_under_basket_t,shot_close_t,shot_close_left_t,shot_close_middle_t,shot_close_right_t,shot_mid_t,spot_up_shot_mid_t,off_screen_shot_mid_t,shot_3pt_t,spot_up_shot_3pt_t,off_screen_shot_3pt_t,contested_jumper_mid_t,contested_jumper_3pt_t,stepback_jumper_mid_t,stepback_jumper_3pt_t,spin_jumper_t,transition_pull_up_3pt_t,drive_pull_up_3pt_t,drive_pull_up_mid_t,use_glass_t,triple_threat_pump_fake_t,triple_threat_jab_step_t,triple_threat_idle_t,triple_threat_shoot_t,setup_with_sizeup_t,setup_with_hesitation_t,no_setup_dribble_t,drive_t,spot_up_drive_t,off_screen_drive_t,drive_right_t,driving_crossover_t,driving_spin_t,driving_step_back_t,driving_half_spin_t,driving_double_crossover_t,driving_behind_the_back_t,driving_dribble_hesitation_t,driving_in_and_out_t,no_driving_dribble_move_t,attack_strong_on_drive_t,shoot_t,touches_t,roll_vs_pop_t,transition_spot_up_t,iso_vs_elite_defender_t,iso_vs_good_defender_t,iso_vs_average_defender_t,iso_vs_poor_defender_t,play_discipline_t,post_up_t,post_shimmy_shot_t,post_face_up_t,post_back_down_t,post_aggressive_backdown_t,shoot_from_post_t,post_hook_left_t,post_hook_right_t,post_fade_left_t,post_fade_right_t,post_up_and_under_t,post_hop_shot_t,post_step_back_shot_t,post_drive_t,post_spin_t,post_drop_step_t,post_hop_step_t,dish_to_open_man_t,flashy_pass_t,alley_oop_pass_t,pass_interception_t,take_charge_t,on_ball_steal_t,contest_shot_t,block_shot_t,foul_t,hard_foul_t,acrobat,backdown_punisher,consistent_finisher,contact_finisher,cross_key_scorer,deep_hooks,dropstepper,fancy_footwork,fastbreak_finisher,giant_slayer,lob_city_finisher,pick_and_roller,pro_touch,putback_boss,relentless_finisher,showtime,slithery_finisher,tear_dropper,catch_and_shoot,clutch_shooter,corner_specialist,deadeye,deep_fades,difficult_shots,flexible_release,green_machine,hot_start,hot_zone_hunter,ice_in_veins,pick_and_popper,pump_fake_maestro,quick_draw,range_extender,slippery_off_ball,steady_shooter,tireless_shooter,volume_shooter,ankle_breaker,bail_out,break_starter,dimer,downhill,dream_shake,flashy_passer,floor_general,handles_for_days,lob_city_passer,needle_threader,pass_fake_maestro,post_spin_technician,quick_first_step,space_creator,stop_and_go,tight_handles,unpluckable,box,brick_wall,chase_down_artist,clamps,defensive_leader,heart_crusher,interceptor,intimidator,lightning_reflexes,moving_truck,off_ball_pest,pick_dodger,pick_pocket,pogo_stick,post_move_lockdown,rebound_chaser,rim_protector,tireless_defender,trapper,worm,alpha_dog,enforcer,extremely_confident,expressive,high_work_ethic,legendary_work_ethic,pat_my_back,unpredictable
647,Julius Erving,Rewards,Philadelphia 76ers,99,NBA 2K20  Galaxy Opal,SF,SG,78,Isolation,Post Up Low,Mid Range,Post Up High,0,0,19,18,98,95,88,98,88,98,97,80,98,95,85,75,83,95,95,95,98,87,98,95,95,85,87,84,82,92,74,95,93,94,93,93,90,92,80,90,88,74,78,98,99,70,100,100,85,25,35,99,93,92,90,95,93,35,71,4,3,6,68,64,70,11,70,60,35,30,3,4,15,6,3,9,30,15,15,40,30,50,30,20,85,4,3,53,40,40,50,15,0,25,35,20,99,70,93,95,99,6,5,4,10,5,3,79,40,35,15,5,35,50,50,50,50,23,30,30,25,25,15,23,58,65,78,68,58,64,70,70,60,30,HOF,None,HOF,HOF,HOF,None,None,None,HOF,None,Gold,None,None,None,HOF,HOF,None,Gold,HOF,None,Gold,Gold,None,HOF,None,Gold,None,Gold,None,Gold,None,Gold,None,None,None,Gold,Gold,None,None,Gold,None,HOF,None,Gold,None,None,Gold,None,None,None,HOF,HOF,None,None,None,None,None,HOF,Gold,Gold,Gold,None,Gold,Gold,None,HOF,HOF,Gold,HOF,None,None,None,HOF,HOF,None,Yes,None,None,None,None,None,None,None
648,Steve Nash,Rewards,Dallas Mavericks,90,NBA 2K20  Amethyst,PG,,75,P&R Ball Handler,Mid Range,3 PT,Isolation,1,0,22,1,80,83,83,98,89,90,85,25,27,80,29,27,25,98,85,85,79,52,98,98,95,85,89,95,95,95,25,76,80,86,70,78,82,73,45,86,80,36,42,98,95,40,0,0,0,0,15,55,60,75,80,85,90,36,5,4,2,3,25,35,28,40,30,30,50,15,70,4,25,3,5,10,45,5,5,85,5,50,20,30,70,70,70,50,50,40,60,45,15,60,45,55,99,30,55,75,0,0,2,20,30,59,2,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,96,75,40,68,50,64,30,28,30,15,Gold,None,Gold,None,None,None,None,None,None,Gold,None,None,None,None,None,None,Gold,Gold,Gold,None,Gold,None,None,Gold,Gold,None,Gold,Gold,None,None,Gold,None,None,None,Gold,Gold,None,Gold,None,Gold,Gold,None,None,HOF,Bronze,None,Gold,Gold,Gold,None,Gold,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None
649,Alex Caruso,Rewards,Los Angeles Lakers,80,NBA 2K20  Emerald,SG,,77,Post Up High,,,,1,0,9,0,75,69,84,97,80,85,78,35,85,68,29,30,43,68,82,84,85,31,95,76,75,82,79,77,69,68,31,67,65,69,76,65,65,63,53,67,60,44,47,95,80,0,40,40,25,10,25,20,20,25,20,75,0,56,15,1,5,4,5,40,40,30,75,35,15,20,0,0,0,0,0,0,35,5,5,50,0,0,15,0,55,55,65,55,0,0,0,0,0,0,0,0,99,40,40,50,0,25,5,5,15,25,99,0,0,0,0,0,10,0,0,0,0,0,20,0,0,0,0,0,65,10,35,55,40,45,70,69,65,45,None,None,Gold,None,None,None,None,None,None,None,Gold,None,None,Gold,None,None,Gold,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,None,None,Gold,Gold,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None
650,Kevon Looney,Rewards,Golden State Warriors,80,NBA 2K20  Emerald,C,,81,P&R Roll Man,Post Up Low,Cutter,,1,0,7,0,83,85,40,95,62,75,80,65,70,52,62,55,52,85,58,69,63,64,85,96,85,48,60,55,42,66,69,46,74,64,62,64,68,43,70,68,55,93,64,98,80,75,70,10,50,50,5,40,0,0,0,5,0,82,20,1,0,2,5,20,10,0,25,0,10,0,0,0,0,0,0,0,15,5,5,50,0,0,0,0,35,30,65,95,0,0,0,0,0,0,0,0,99,65,40,50,20,0,0,0,10,20,99,15,0,5,15,0,70,0,0,5,10,20,25,0,55,0,0,5,20,25,0,63,10,34,78,46,85,40,None,None,None,None,None,None,None,None,None,None,None,Gold,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,Gold,None,None,None,None,None,None,None,Gold,None,None,None,Gold,None,Gold,None,None,None,Gold,None,None,None,None,None,None,None,None
651,Calvin Murphy,Rewards,Houston Rockets,94,NBA 2K20  Diamond,PG,,69,P&R Point,Isolation,Handoff,,0,0,24,6,98,98,74,97,96,95,95,25,30,82,38,30,58,98,98,98,97,50,98,95,90,98,95,94,88,95,54,80,80,96,92,84,98,80,35,98,85,30,44,80,94,40,80,80,1,25,70,65,90,75,95,95,99,39,75,7,5,4,85,65,28,30,15,30,70,99,30,7,50,4,9,1,25,0,0,100,0,30,20,50,99,99,99,47,65,40,30,40,0,0,0,55,80,70,74,86,15,0,3,30,46,91,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,45,5,70,17,65,11,28,30,99,Gold,None,Gold,None,None,None,None,Gold,None,HOF,None,None,Gold,None,Gold,None,Gold,Gold,Gold,None,Gold,None,None,Gold,None,None,None,None,None,None,None,Gold,None,None,None,None,None,Gold,Gold,Gold,Gold,HOF,None,Gold,HOF,Gold,Gold,Gold,Gold,None,HOF,Gold,HOF,Gold,HOF,None,None,None,None,None,None,None,None,None,None,None,Gold,Gold,None,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None
652,John Stockton,Prime Series I,'97-'98 Utah Jazz,96,NBA 2K20  Pink Diamond,PG,SG,73,P&R Ball Handler,Mid Range,3 PT,,0,0,26,9,93,92,95,98,90,98,95,25,25,71,25,25,29,85,95,95,84,69,98,98,99,95,93,98,98,98,50,96,97,97,97,98,90,99,35,90,98,37,45,50,97,40,25,25,0,0,61,25,79,79,75,71,72,47,34,26,46,28,52,82,15,30,30,25,52,55,65,4,25,3,5,10,25,68,87,10,30,35,64,31,85,85,85,53,95,14,5,5,20,35,10,74,30,30,65,65,95,0,1,5,8,16,2,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,94,70,45,79,95,82,15,15,25,55,Gold,None,None,None,None,None,None,None,None,HOF,None,None,None,None,Gold,None,None,Gold,Gold,None,Gold,None,None,Gold,Gold,Gold,None,Gold,None,None,None,Gold,Gold,None,Gold,Gold,None,Gold,Gold,None,HOF,None,None,Gold,HOF,Gold,Gold,HOF,HOF,None,Gold,Gold,Gold,Gold,Gold,None,None,None,HOF,None,None,HOF,None,None,None,Gold,HOF,HOF,None,None,None,None,Gold,Gold,None,Yes,None,None,None,None,None,None,None
653,Serge Ibaka,Rewards,Oklahoma City Thunder,97,NBA 2K20  Pink Diamond,PF,C,82,P&R Roll Man,Post Up High,Post Up Low,Cutter,0,0,23,3,95,95,88,91,88,95,77,97,95,80,76,66,87,87,75,72,97,89,91,81,90,46,41,35,35,78,95,68,98,84,63,77,95,61,98,98,95,94,95,70,97,100,100,100,65,75,20,30,0,0,0,5,0,80,55,2,3,1,25,55,45,35,45,35,40,10,0,0,40,0,0,0,25,5,5,85,1,0,0,0,40,20,45,90,0,0,0,0,0,0,0,0,99,65,65,75,40,0,0,0,5,25,99,25,5,45,35,10,80,52,55,60,21,23,10,10,35,5,10,18,35,5,0,37,70,32,90,59,62,55,None,Gold,None,None,Gold,None,Gold,None,Gold,None,Gold,Gold,None,None,Gold,None,None,None,Gold,None,Gold,None,None,None,None,None,None,Gold,None,Gold,None,None,None,None,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,None,None,None,None,None,Gold,Gold,HOF,None,Gold,Gold,None,Gold,None,Gold,None,None,None,HOF,Gold,Gold,HOF,Gold,None,Gold,None,None,None,None,None,None,None,None
654,Jeremy Lin,Promo,New York Knicks,88,NBA 2K20  Ruby,PG,,75,P&R Point,,,,4,4,12,0,95,95,82,84,84,84,79,29,49,92,42,32,49,95,89,89,84,49,95,88,77,90,94,82,95,88,32,83,82,82,82,74,71,86,60,71,79,40,57,89,89,40,5,50,1,0,40,60,65,75,75,70,87,34,45,4,2,2,65,82,44,60,40,56,30,20,15,4,5,2,4,8,5,5,10,60,25,25,25,50,86,86,86,52,25,35,30,15,0,15,25,25,70,30,70,95,0,15,3,29,43,86,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,74,45,30,72,45,82,55,44,56,20,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,Silver,None,None,Gold,Gold,Gold,Gold,Gold,None,Gold,Gold,Gold,Gold,Gold,Gold,None,None,None,None,None,None,None,None,Bronze,None,None,Bronze,None,None,Silver,Bronze,None,Silver,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Silver,Bronze,None,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None
655,Yuta Watanabe,Promo,Memphis Grizzlies,89,NBA 2K20  Ruby,SF,PF,81,P&R Wing,Handoff,Cutter,3 PT,0,0,0,75,85,84,78,50,75,40,66,40,60,44,45,40,43,75,67,67,74,60,80,85,80,65,69,60,42,63,63,58,66,61,71,60,65,38,54,70,50,37,69,85,89,25,70,35,50,15,25,30,0,0,0,10,13,27,30,2,11,7,5,40,35,30,60,20,26,30,5,0,15,5,0,0,5,45,45,25,0,0,0,15,55,75,75,0,10,0,0,0,0,0,15,0,80,40,50,55,75,0,0,0,10,20,99,10,0,25,20,20,75,29,26,34,22,0,0,0,35,15,0,0,25,25,55,70,72,61,64,19,60,45,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,None,None,None,None,None,None,None,None
656,Rui Hachimura,Promo,Washington Wizards,88,NBA 2K20  Ruby,SF,PF,80,Post Up High,P&R Wing,Handoff,Guard Post Up,0,0,0,30,85,84,78,70,75,65,74,80,80,50,72,74,70,85,72,74,80,79,90,85,80,67,72,51,38,54,69,68,59,70,67,50,68,50,64,68,35,55,68,98,88,65,75,45,50,25,25,70,35,30,25,15,36,55,40,4,4,3,25,60,50,40,70,15,15,15,45,0,30,0,0,10,25,50,50,15,0,10,35,10,55,55,45,75,30,50,0,30,0,0,70,0,55,65,75,80,55,25,20,20,30,40,55,10,5,0,25,10,85,28,22,43,11,15,0,10,20,0,0,18,35,5,0,63,0,34,62,23,50,55,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,None,None,None
657,Jordan Clarkson,Promo,Cleveland Cavaliers,87,NBA 2K20  Ruby,SG,PG,77,P&R Ball Handler,3 PT,Handoff,,3,0,0,28,88,91,75,60,84,85,86,25,75,69,38,30,37,82,79,82,85,54,80,85,85,79,79,80,61,79,65,43,58,68,73,49,58,41,37,58,40,44,49,98,87,0,60,10,25,5,25,75,55,50,30,45,30,31,50,1,6,8,25,50,55,60,75,35,26,50,30,30,25,12,5,20,10,55,55,25,55,15,20,20,70,60,75,75,25,35,50,0,0,15,35,15,99,65,80,75,55,75,15,15,25,35,35,0,0,0,0,0,10,4,23,18,35,0,20,0,0,0,0,0,35,35,45,63,0,52,69,9,50,20,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,None,None,None,None
658,Allonzo Trier,Promo,New York Knicks,88,NBA 2K20  Ruby,SG,,77,P&R Ball Handler,3 PT,Handoff,,0,0,0,46,47,73,83,78,80,75,75,40,70,69,45,25,62,70,73,76,79,49,80,72,80,72,82,74,49,82,59,45,50,57,74,55,60,36,45,69,40,36,55,98,88,40,65,0,50,15,40,65,0,0,0,10,0,55,15,0,3,4,10,60,55,60,75,55,25,55,35,10,0,10,20,15,20,5,55,25,30,0,0,0,60,30,15,90,15,0,25,0,0,0,5,0,55,20,40,60,0,25,20,20,30,40,5,0,0,0,0,0,10,0,0,0,0,0,20,0,25,0,0,0,30,40,25,66,60,41,45,18,50,81,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
659,Luka Doncic,Promo,Dallas Mavericks,87,NBA 2K20  Ruby,SF,SG,79,P&R Wing,Guard Post Up,Handoff,Isolation,7,12,6,0,94,79,84,96,71,98,85,40,63,85,50,31,52,98,81,81,72,60,98,88,85,81,86,82,76,86,69,48,68,68,75,68,68,46,47,74,50,44,80,98,94,0,50,5,50,15,20,60,25,20,5,55,0,32,60,2,2,7,40,45,40,20,99,20,60,5,20,0,15,0,0,20,15,5,5,50,0,0,0,50,55,65,65,75,50,35,25,10,5,10,75,15,55,35,60,70,0,0,5,5,15,25,99,10,0,25,10,5,55,0,6,67,63,0,0,35,25,0,0,0,65,30,55,56,20,51,68,25,45,30,Bronze,None,Bronze,Bronze,Bronze,None,None,Silver,None,None,None,None,Silver,None,Bronze,None,Silver,None,Silver,Silver,Gold,Gold,None,Gold,Silver,Silver,None,Gold,None,None,Gold,None,Bronze,None,None,None,None,None,Silver,None,Silver,None,None,Gold,Silver,None,Bronze,Silver,Silver,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
660,Goran Dragic,Promo,Miami Heat,86,NBA 2K20  Ruby,PG,,75,P&R Ball Handler,3 PT,Handoff,,8,3,0,31,75,71,78,92,78,85,90,25,45,70,39,25,60,76,76,78,72,44,92,85,90,76,86,80,73,92,73,32,74,74,73,70,76,43,37,72,70,35,49,98,86,0,0,0,25,5,25,75,65,65,60,30,23,43,55,1,4,7,20,55,50,45,75,45,55,30,60,30,45,10,0,15,5,55,55,15,55,15,20,20,70,60,65,25,55,25,45,15,5,15,45,15,99,65,75,85,20,25,5,5,15,25,40,5,0,25,35,10,75,14,8,38,51,30,20,0,25,0,0,0,40,50,65,61,20,56,35,13,55,35,Bronze,None,Bronze,Bronze,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,None,None,None,Silver,Bronze,Bronze,None,None,Silver,Bronze,None,Silver,Bronze,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
661,Marc Gasol,Promo,Memphis Grizzlies,88,NBA 2K20  Ruby,C,,85,Post Up Low,P&R Roll Man,Post Up High,,0,0,12,1,92,89,88,92,89,89,82,89,74,89,90,90,90,88,64,63,69,92,98,91,75,38,38,59,66,68,91,89,91,91,79,89,88,69,88,91,92,91,92,34,89,80,90,0,20,50,15,15,0,0,0,15,0,92,50,3,3,1,70,70,48,30,40,35,56,56,0,0,0,0,0,0,10,5,5,50,0,0,0,0,40,40,60,95,0,0,0,0,0,0,0,0,99,75,78,90,20,0,0,0,0,0,65,60,10,0,35,40,90,47,61,100,71,18,25,0,45,25,50,40,55,40,5,59,80,33,85,50,49,72,None,None,None,None,None,None,Gold,None,None,None,Gold,None,None,Gold,None,None,None,None,Gold,None,Gold,None,None,None,None,None,None,None,None,Gold,None,None,None,None,None,None,None,None,None,Gold,None,None,None,Gold,None,None,None,None,None,Gold,None,None,None,None,None,None,HOF,Gold,None,None,None,None,None,None,None,None,None,Gold,None,None,None,Gold,None,None,None,None,None,None,None,None,None,None,None
662,Dario Saric,Promo,Minnesota Timberwolves,88,NBA 2K20  Ruby,PF,,82,Post Up Low,Post Up High,P&R Roll Man,,0,0,0,34,62,62,80,85,88,80,79,45,70,50,78,64,69,92,63,69,60,65,82,86,80,57,74,75,37,84,60,70,74,57,61,50,62,38,35,60,65,57,69,65,88,25,70,15,25,20,25,75,0,0,0,35,0,49,25,0,5,3,15,50,40,60,85,35,5,15,20,0,0,0,0,5,15,5,5,50,0,0,0,15,55,40,15,50,10,0,25,0,0,0,0,0,40,40,60,70,20,50,0,0,10,20,65,25,0,40,5,0,85,32,34,15,24,20,0,0,30,5,0,0,20,5,20,55,10,36,62,24,50,60,None,None,None,None,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
663,Dennis Schroder,Promo,Oklahoma City Thunder,88,NBA 2K20  Ruby,PG,,73,P&R Ball Handler,Handoff,,,1,0,0,25,85,84,90,85,85,80,89,25,45,59,27,25,38,85,86,92,74,46,93,90,78,93,88,80,73,89,34,73,72,72,74,67,64,63,35,64,60,36,61,95,88,0,35,0,0,0,60,99,55,65,35,95,25,60,55,1,2,2,40,54,52,45,40,35,60,30,0,0,30,5,20,25,5,65,65,0,65,80,25,0,99,75,70,75,60,20,40,10,25,10,35,5,45,80,90,85,0,0,35,35,45,55,40,0,0,0,0,0,10,0,0,7,0,0,20,0,0,0,0,0,75,45,80,55,60,46,85,14,50,40,None,None,None,None,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes
664,Dwyane Wade,Spotlight Reward,Miami Heat,80,NBA 2K20  Emerald,SG,,76,P&R Ball Handler,Guard Post Up,Cutter,Mid Range,12,8,3,0,74,57,68,98,68,85,84,35,50,72,74,67,74,98,77,77,75,65,98,85,68,77,78,77,73,77,65,69,80,81,84,77,92,46,58,95,60,43,55,98,94,0,70,25,5,5,55,65,70,85,95,85,33,45,55,5,7,4,30,50,5,25,60,0,90,30,25,10,55,5,0,25,70,50,50,20,50,15,25,20,65,55,45,75,30,10,50,5,5,5,10,0,0,65,80,85,55,20,10,10,20,30,45,15,5,0,55,20,75,11,11,94,66,0,15,10,50,15,0,5,45,55,65,69,10,73,78,34,60,76,Bronze,Silver,Bronze,None,Silver,None,None,None,None,None,None,None,None,Bronze,None,None,Bronze,None,None,Silver,None,None,None,Bronze,None,None,None,Silver,None,None,Gold,None,None,None,None,None,None,None,Bronze,Silver,None,None,None,Bronze,None,None,None,None,Gold,None,None,Bronze,Bronze,None,None,None,None,None,Silver,None,None,Bronze,Silver,Gold,None,Silver,None,None,None,None,None,None,Bronze,Bronze,None,None,None,Yes,None,None,Yes,None,None
665,Alonzo Mourning,Spotlight Elite Reward,Miami Heat,93,NBA 2K20  Diamond,C,PF,82,Post Up Low,Post Up High,P&R Roll Man,,0,0,19,2,94,82,62,86,78,90,80,98,70,86,96,96,94,92,65,60,80,96,95,95,75,30,50,33,29,64,97,62,95,98,62,90,92,74,97,96,95,92,96,60,94,90,58,58,75,78,8,58,59,51,60,48,56,68,56,44,7,50,49,7,97,0,0,0,49,0,3,0,40,0,0,0,70,55,0,75,0,25,24,74,25,25,25,65,0,0,0,0,0,0,0,0,75,80,92,92,99,0,0,2,3,5,99,90,25,20,75,95,75,50,50,50,0,5,20,20,50,40,45,33,20,15,3,16,27,7,97,97,48,90,None,Gold,None,Gold,None,None,Gold,None,None,None,Gold,Gold,None,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,None,None,None,None,None,None,None,None,None,Gold,None,None,Gold,None,None,None,None,None,None,Gold,None,None,None,None,None,Gold,Gold,None,None,Gold,None,None,Gold,None,Gold,None,None,None,None,HOF,Gold,HOF,Gold,Gold,Gold,None,None,None,Yes,None,None,None,None
666,DeShawn Stevenson,Spotlight Reward,Dallas Mavericks,84,NBA 2K20  Sapphire,SF,,77,P&R Ball Handler,Mid Range,,,1,5,8,0,74,79,83,95,88,85,76,40,75,60,44,35,51,95,72,69,84,42,95,95,79,53,68,68,54,68,55,84,81,81,83,82,75,78,56,80,85,41,68,98,84,40,35,20,75,15,10,50,20,30,35,15,30,23,15,7,84,9,35,78,58,45,45,58,10,40,5,3,0,10,2,5,5,10,15,70,5,30,0,80,65,65,65,48,25,5,15,0,0,5,40,30,80,20,42,40,0,0,0,2,3,5,5,0,0,0,0,0,0,0,15,40,0,0,0,0,0,0,0,0,42,10,5,82,75,78,86,58,58,40,None,None,None,None,None,None,None,None,Gold,None,None,None,None,None,None,None,None,None,Gold,None,Silver,None,None,None,None,None,Gold,None,None,None,None,None,None,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Silver,Bronze,None,Gold,None,Gold,None,Gold,None,Silver,Silver,None,None,None,Gold,Silver,None,None,None,None,None,None,None,None,None
667,Darko Milicic,Spotlight Reward,Detroit Pistons,81,NBA 2K20  Emerald,C,PF,84,Post Up Low,P&R Roll Man,,,0,0,5,0,84,74,25,84,58,55,68,70,51,82,70,74,59,95,36,36,75,84,85,63,65,29,35,37,34,37,82,30,78,73,25,75,73,50,84,73,80,85,86,95,81,70,80,80,25,37,5,51,28,76,65,25,40,68,32,6,2,0,0,41,69,0,69,60,68,92,2,6,0,0,3,1,55,30,40,30,70,0,0,50,15,4,4,50,0,0,0,0,0,0,50,0,25,50,50,46,0,0,1,3,1,5,2,65,25,10,15,10,9,50,50,50,50,8,0,0,15,5,20,10,34,35,0,31,1,41,69,69,60,92,None,Gold,None,None,None,None,None,None,None,None,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,None,None,None,Gold,None,None,None,None,None,None,None,None
